H5T URA,3TER,5PHO HGP1 0.34 0.33
H5' URA,3POM,5TER HGA2 0.09 0.09
H1' URA,3POM,5TER HGA1 0.09 0.09
N3 URA,3POM,5TER NG2R61 -0.46 -0.46
H5 URA,3POM,5TER HGR62 0.10 0.1
H2'' URA,3POM,5TER HGA1 0.09 0.09
C3' URA,3POM,5TER CG3C51 0.01 0.01
H4' URA,3POM,5TER HGA1 0.09 0.09
H5'' URA,3POM,5TER HGA2 0.09 0.09
H3 URA,3POM,5TER HGP1 0.36 0.36
C2 URA,3POM,5TER CG2R63 0.55 0.55
C6 URA,3POM,5TER CG2R62 0.20 0.2
N1 URA,3POM,5TER NG2R61 -0.34 -0.34
C5 URA,3POM,5TER CG2R62 -0.15 -0.15
O2 URA,3POM,5TER OG2D4 -0.45 -0.45
C1' URA,3POM,5TER CG3C51 0.16 0.11
H3' URA,3POM,5TER HGA1 0.09 0.09
O3' URA,3POM,5TER OG303 -0.57 -0.57
O4' URA,3POM,5TER OG3C51 -0.50 -0.4
C4 URA,3POM,5TER CG2R63 0.53 0.53
C5' URA,3POM,5TER CG321 0.05 0.05
C2' URA,3POM,5TER CG3C51 0.14 0.14
C4' URA,3POM,5TER CG3C51 0.16 0.11
O5' URA,3POM,5TER OG311 -0.66 -0.65
O2' URA,3POM,5TER OG311 -0.66 -0.65
H2' URA,3POM,5TER HGP1 0.43 0.42
O4 URA,3POM,5TER OG2D4 -0.48 -0.48
H6 URA,3POM,5TER HGR62 0.14 0.14
C3T URA,3POM,5TER CG331 -0.17 -0.17
O2P3 URA,3POM,5TER OG2P1 -0.78 -0.78
H3T2 URA,3POM,5TER HGA3 0.09 0.09
P3 URA,3POM,5TER PG1 1.50 1.5
H3T1 URA,3POM,5TER HGA3 0.09 0.09
O3T URA,3POM,5TER OG303 -0.57 -0.57
O1P3 URA,3POM,5TER OG2P1 -0.78 -0.78
H3T3 URA,3POM,5TER HGA3 0.09 0.09
H5T URA,3POM,5TER HGP1 0.43 0.42
O5' GUA,3TER,5TER OG311 -0.66 -0.65
C5' GUA,3TER,5TER CG321 0.05 0.05
H5' GUA,3TER,5TER HGA2 0.09 0.09
H5'' GUA,3TER,5TER HGA2 0.09 0.09
C4' GUA,3TER,5TER CG3C51 0.16 0.11
H4' GUA,3TER,5TER HGA1 0.09 0.09
O4' GUA,3TER,5TER OG3C51 -0.50 -0.4
C1' GUA,3TER,5TER CG3C51 0.16 0.11
H1' GUA,3TER,5TER HGA1 0.09 0.09
N9 GUA,3TER,5TER NG2R51 -0.02 -0.02
C4 GUA,3TER,5TER CG2RC0 0.26 0.26
N2 GUA,3TER,5TER NG2S3 -0.68 -0.65
H21 GUA,3TER,5TER HGP4 0.32 0.32
H22 GUA,3TER,5TER HGP4 0.35 0.32
N3 GUA,3TER,5TER NG2R62 -0.74 -0.74
C2 GUA,3TER,5TER CG2R64 0.75 0.8
N1 GUA,3TER,5TER NG2R61 -0.34 -0.36
H1 GUA,3TER,5TER HGP1 0.26 0.26
C6 GUA,3TER,5TER CG2R63 0.54 0.54
O6 GUA,3TER,5TER OG2D4 -0.51 -0.49
N7 GUA,3TER,5TER NG2R50 -0.60 -0.6
C8 GUA,3TER,5TER CG2R53 0.25 0.25
H8 GUA,3TER,5TER HGR52 0.16 0.16
C2' GUA,3TER,5TER CG3C51 0.14 0.14
H2'' GUA,3TER,5TER HGA1 0.09 0.09
O2' GUA,3TER,5TER OG311 -0.66 -0.65
H2' GUA,3TER,5TER HGP1 0.43 0.42
C3' GUA,3TER,5TER CG3C51 0.14 0.14
H3' GUA,3TER,5TER HGA1 0.09 0.09
O3' GUA,3TER,5TER OG311 -0.66 -0.65
H3T GUA,3TER,5TER HGP1 0.43 0.42
H5T GUA,3TER,5TER HGP1 0.43 0.42
O5' ADE,3TER,5TER OG311 -0.66 -0.65
C5' ADE,3TER,5TER CG321 0.05 0.05
H5' ADE,3TER,5TER HGA2 0.09 0.09
H5'' ADE,3TER,5TER HGA2 0.09 0.09
C4' ADE,3TER,5TER CG3C51 0.16 0.11
H4' ADE,3TER,5TER HGA1 0.09 0.09
O4' ADE,3TER,5TER OG3C51 -0.50 -0.4
C1' ADE,3TER,5TER CG3C51 0.16 0.11
H1' ADE,3TER,5TER HGA1 0.09 0.09
N9 ADE,3TER,5TER NG2R51 -0.05 -0.05
C5 ADE,3TER,5TER CG2RC0 0.28 0.325
N7 ADE,3TER,5TER NG2R50 -0.71 -0.71
C8 ADE,3TER,5TER CG2R53 0.34 0.34
H8 ADE,3TER,5TER HGR52 0.12 0.12
N1 ADE,3TER,5TER NG2R62 -0.74 -0.74
C2 ADE,3TER,5TER CG2R64 0.50 0.5
H2 ADE,3TER,5TER HGR62 0.13 0.13
N3 ADE,3TER,5TER NG2R62 -0.75 -0.75
C4 ADE,3TER,5TER CG2RC0 0.43 0.385
C6 ADE,3TER,5TER CG2R64 0.46 0.46
N6 ADE,3TER,5TER NG2S3 -0.77 -0.77
H61 ADE,3TER,5TER HGP4 0.38 0.38
H62 ADE,3TER,5TER HGP4 0.38 0.38
C2' ADE,3TER,5TER CG3C51 0.14 0.14
H2'' ADE,3TER,5TER HGA1 0.09 0.09
O2' ADE,3TER,5TER OG311 -0.66 -0.65
H2' ADE,3TER,5TER HGP1 0.43 0.42
C3' ADE,3TER,5TER CG3C51 0.14 0.14
H3' ADE,3TER,5TER HGA1 0.09 0.09
O3' ADE,3TER,5TER OG311 -0.66 -0.65
H3T ADE,3TER,5TER HGP1 0.43 0.42
H5T ADE,3TER,5TER HGP1 0.43 0.42
O5' CYT,3TER,5TER OG311 -0.66 -0.65
C5' CYT,3TER,5TER CG321 0.05 0.05
H5' CYT,3TER,5TER HGA2 0.09 0.09
H5'' CYT,3TER,5TER HGA2 0.09 0.09
C4' CYT,3TER,5TER CG3C51 0.16 0.11
H4' CYT,3TER,5TER HGA1 0.09 0.09
O4' CYT,3TER,5TER OG3C51 -0.50 -0.4
C1' CYT,3TER,5TER CG3C51 0.16 0.11
H1' CYT,3TER,5TER HGA1 0.09 0.09
N1 CYT,3TER,5TER NG2R61 -0.13 -0.13
C6 CYT,3TER,5TER CG2R62 0.05 0.05
H6 CYT,3TER,5TER HGR62 0.17 0.17
C5 CYT,3TER,5TER CG2R62 -0.13 -0.13
H5 CYT,3TER,5TER HGR62 0.07 0.07
C2 CYT,3TER,5TER CG2R63 0.52 0.52
O2 CYT,3TER,5TER OG2D4 -0.49 -0.49
N3 CYT,3TER,5TER NG2R62 -0.66 -0.66
C4 CYT,3TER,5TER CG2R64 0.65 0.65
N4 CYT,3TER,5TER NG2S3 -0.75 -0.75
H41 CYT,3TER,5TER HGP4 0.37 0.35
H42 CYT,3TER,5TER HGP4 0.33 0.35
C2' CYT,3TER,5TER CG3C51 0.14 0.14
H2'' CYT,3TER,5TER HGA1 0.09 0.09
O2' CYT,3TER,5TER OG311 -0.66 -0.65
H2' CYT,3TER,5TER HGP1 0.43 0.42
C3' CYT,3TER,5TER CG3C51 0.14 0.14
H3' CYT,3TER,5TER HGA1 0.09 0.09
O3' CYT,3TER,5TER OG311 -0.66 -0.65
H3T CYT,3TER,5TER HGP1 0.43 0.42
H5T CYT,3TER,5TER HGP1 0.43 0.42
O5' THY,3TER,5TER OG311 -0.66 -0.65
C5' THY,3TER,5TER CG321 0.05 0.05
H5' THY,3TER,5TER HGA2 0.09 0.09
H5'' THY,3TER,5TER HGA2 0.09 0.09
C4' THY,3TER,5TER CG3C51 0.16 0.11
H4' THY,3TER,5TER HGA1 0.09 0.09
O4' THY,3TER,5TER OG3C51 -0.50 -0.4
C1' THY,3TER,5TER CG3C51 0.16 0.11
H1' THY,3TER,5TER HGA1 0.09 0.09
N1 THY,3TER,5TER NG2R61 -0.34 -0.34
C6 THY,3TER,5TER CG2R62 0.17 0.17
H6 THY,3TER,5TER HGR62 0.17 0.17
C2 THY,3TER,5TER CG2R63 0.51 0.51
O2 THY,3TER,5TER OG2D4 -0.41 -0.41
N3 THY,3TER,5TER NG2R61 -0.46 -0.46
H3 THY,3TER,5TER HGP1 0.36 0.36
C4 THY,3TER,5TER CG2R63 0.50 0.5
O4 THY,3TER,5TER OG2D4 -0.45 -0.45
C5 THY,3TER,5TER CG2R62 -0.15 -0.15
C5M THY,3TER,5TER CG331 -0.11 -0.11
H51 THY,3TER,5TER HGA3 0.07 0.07
H52 THY,3TER,5TER HGA3 0.07 0.07
H53 THY,3TER,5TER HGA3 0.07 0.07
C2' THY,3TER,5TER CG3C51 0.14 0.14
H2'' THY,3TER,5TER HGA1 0.09 0.09
O2' THY,3TER,5TER OG311 -0.66 -0.65
H2' THY,3TER,5TER HGP1 0.43 0.42
C3' THY,3TER,5TER CG3C51 0.14 0.14
H3' THY,3TER,5TER HGA1 0.09 0.09
O3' THY,3TER,5TER OG311 -0.66 -0.65
H3T THY,3TER,5TER HGP1 0.43 0.42
H5T THY,3TER,5TER HGP1 0.43 0.42
O5' URA,3TER,5TER OG311 -0.66 -0.65
C5' URA,3TER,5TER CG321 0.05 0.05
H5' URA,3TER,5TER HGA2 0.09 0.09
H5'' URA,3TER,5TER HGA2 0.09 0.09
C4' URA,3TER,5TER CG3C51 0.16 0.11
H4' URA,3TER,5TER HGA1 0.09 0.09
O4' URA,3TER,5TER OG3C51 -0.50 -0.4
C1' URA,3TER,5TER CG3C51 0.16 0.11
H1' URA,3TER,5TER HGA1 0.09 0.09
N1 URA,3TER,5TER NG2R61 -0.34 -0.34
C6 URA,3TER,5TER CG2R62 0.20 0.2
H6 URA,3TER,5TER HGR62 0.14 0.14
C2 URA,3TER,5TER CG2R63 0.55 0.55
O2 URA,3TER,5TER OG2D4 -0.45 -0.45
N3 URA,3TER,5TER NG2R61 -0.46 -0.46
H3 URA,3TER,5TER HGP1 0.36 0.36
C4 URA,3TER,5TER CG2R63 0.53 0.53
O4 URA,3TER,5TER OG2D4 -0.48 -0.48
C5 URA,3TER,5TER CG2R62 -0.15 -0.15
H5 URA,3TER,5TER HGR62 0.10 0.1
C2' URA,3TER,5TER CG3C51 0.14 0.14
H2'' URA,3TER,5TER HGA1 0.09 0.09
O2' URA,3TER,5TER OG311 -0.66 -0.65
H2' URA,3TER,5TER HGP1 0.43 0.42
C3' URA,3TER,5TER CG3C51 0.14 0.14
H3' URA,3TER,5TER HGA1 0.09 0.09
O3' URA,3TER,5TER OG311 -0.66 -0.65
H3T URA,3TER,5TER HGP1 0.43 0.42
H5T URA,3TER,5TER HGP1 0.43 0.42
