H5' URA,3PO3,5TER HGA2 0.09 0.09
H1' URA,3PO3,5TER HGA1 0.09 0.09
N3 URA,3PO3,5TER NG2R61 -0.46 -0.46
H5 URA,3PO3,5TER HGR62 0.10 0.1
H2'' URA,3PO3,5TER HGA1 0.09 0.09
C3' URA,3PO3,5TER CG3C51 -0.09 -0.09
H4' URA,3PO3,5TER HGA1 0.09 0.09
H5'' URA,3PO3,5TER HGA2 0.09 0.09
H3 URA,3PO3,5TER HGP1 0.36 0.36
C2 URA,3PO3,5TER CG2R63 0.55 0.55
N1 URA,3PO3,5TER NG2R61 -0.34 -0.34
C6 URA,3PO3,5TER CG2R62 0.20 0.2
C5 URA,3PO3,5TER CG2R62 -0.15 -0.15
O2 URA,3PO3,5TER OG2D4 -0.45 -0.45
C1' URA,3PO3,5TER CG3C51 0.16 0.11
H3' URA,3PO3,5TER HGA1 0.09 0.09
O4' URA,3PO3,5TER OG3C51 -0.50 -0.4
O3' URA,3PO3,5TER OG303 -0.40 -0.4
C4 URA,3PO3,5TER CG2R63 0.53 0.53
C5' URA,3PO3,5TER CG321 0.05 0.05
C2' URA,3PO3,5TER CG3C51 0.14 0.14
C4' URA,3PO3,5TER CG3C51 0.16 0.11
O5' URA,3PO3,5TER OG311 -0.66 -0.65
O2' URA,3PO3,5TER OG311 -0.66 -0.65
H2' URA,3PO3,5TER HGP1 0.43 0.42
O4 URA,3PO3,5TER OG2D4 -0.48 -0.48
H6 URA,3PO3,5TER HGR62 0.14 0.14
O3P3 URA,3PO3,5TER OG2P1 -0.90 -0.9
O2P3 URA,3PO3,5TER OG2P1 -0.90 -0.9
P3 URA,3PO3,5TER PG1 1.10 1.09999
O1P3 URA,3PO3,5TER OG2P1 -0.90 -0.9
H5T URA,3PO3,5TER HGP1 0.43 0.42
H5' URA,3TER,5PHO HGA2 0.09 0.09
H1' URA,3TER,5PHO HGA1 0.09 0.09
N3 URA,3TER,5PHO NG2R61 -0.46 -0.46
H5 URA,3TER,5PHO HGR62 0.10 0.1
H2'' URA,3TER,5PHO HGA1 0.09 0.09
C3' URA,3TER,5PHO CG3C51 0.14 0.14
H4' URA,3TER,5PHO HGA1 0.09 0.09
H5'' URA,3TER,5PHO HGA2 0.09 0.09
H3 URA,3TER,5PHO HGP1 0.36 0.36
C2 URA,3TER,5PHO CG2R63 0.55 0.55
C6 URA,3TER,5PHO CG2R62 0.20 0.2
N1 URA,3TER,5PHO NG2R61 -0.34 -0.34
C5 URA,3TER,5PHO CG2R62 -0.15 -0.15
O2 URA,3TER,5PHO OG2D4 -0.45 -0.45
C1' URA,3TER,5PHO CG3C51 0.16 0.11
H3' URA,3TER,5PHO HGA1 0.09 0.09
P URA,3TER,5PHO PG1 1.50 1.5
O3' URA,3TER,5PHO OG311 -0.66 -0.65
O4' URA,3TER,5PHO OG3C51 -0.50 -0.4
C4 URA,3TER,5PHO CG2R63 0.53 0.53
C5' URA,3TER,5PHO CG321 -0.08 -0.08
O1P URA,3TER,5PHO OG2P1 -0.82 -0.82
C2' URA,3TER,5PHO CG3C51 0.14 0.14
C4' URA,3TER,5PHO CG3C51 0.16 0.11
O5' URA,3TER,5PHO OG303 -0.62 -0.62
O2' URA,3TER,5PHO OG311 -0.66 -0.65
H2' URA,3TER,5PHO HGP1 0.43 0.42
O4 URA,3TER,5PHO OG2D4 -0.48 -0.48
H6 URA,3TER,5PHO HGR62 0.14 0.14
O2P URA,3TER,5PHO OG2P1 -0.82 -0.82
H3T URA,3TER,5PHO HGP1 0.43 0.42
O5T URA,3TER,5PHO OG311 -0.68 -0.67
