-0.10000 0.00000
0.10000 0.00000
-0.04000 -0.01000
0.04000 0.01000
-0.01000 0.00000
0.01000 0.00000
-0.10000 -0.10000
0.10000 0.10000
-0.10000 -0.10000
0.10000 0.10000
-0.10000 -0.08000
0.10000 0.08000
-0.08000 -0.10000
0.08000 0.10000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
-0.10000 -0.10000
0.10000 0.10000
0.11000 -0.10000
-0.11000 0.10000
-0.25000 0.00000
0.25000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
-0.15000 -0.20000
0.15000 0.20000
-0.20000 -0.10000
0.20000 0.10000
0.25000 0.54000
-0.25000 -0.54000
0.57000 0.57000
-0.23667 -0.23667
0.04000 -0.10000
-0.04000 0.10000
0.05000 0.00000
-0.05000 0.00000
-0.20000 -0.15000
0.20000 0.15000
-0.10000 0.05000
0.10000 -0.05000
0.13500 -0.10000
-0.13500 0.10000
0.16000 0.13000
-0.16000 -0.13000
0.00000 0.00000
0.00000 0.00000
-0.21000 -0.21000
0.21000 0.21000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.10000 -0.04000
-0.10000 0.04000
0.16500 0.00000
-0.16500 0.00000
0.00000 0.00000
0.00000 0.00000
-0.15000 -0.15000
0.15000 0.15000
-0.20000 -0.20000
0.20000 0.20000
0.57000 0.57000
-0.23667 -0.23667
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.11000
0.00000 -0.11000
-0.10000 -0.10000
0.10000 0.10000
0.11000 -0.10000
-0.11000 0.10000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 -0.04000
0.00000 0.04000
-0.15000 -0.15000
0.15000 0.15000
-0.21000 -0.21000
0.21000 0.21000
0.54000 0.25000
-0.54000 -0.25000
0.11000 0.02000
-0.11000 -0.02000
0.02000 0.01000
-0.02000 -0.01000
-0.19000 0.00000
0.19000 0.00000
0.02000 -0.09000
-0.02000 0.09000
0.16000 0.00000
-0.16000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 -0.11000
0.00000 0.11000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
-0.08000 -0.12000
0.08000 0.12000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.51000 0.49000
-0.51000 -0.49000
0.04000 0.04000
-0.04000 -0.04000
0.04000 -0.11000
-0.04000 0.11000
0.63000 0.40000
-0.63000 -0.40000
0.23000 0.17000
-0.23000 -0.17000
0.17000 0.11000
-0.17000 -0.11000
0.10000 0.10000
-0.10000 -0.10000
0.10000 0.10000
-0.10000 -0.10000
0.10000 0.00000
-0.10000 0.00000
0.00000 0.10000
0.00000 -0.10000
0.10000 0.10000
-0.10000 -0.10000
0.10000 0.00000
-0.10000 0.00000
0.00000 -0.20000
0.00000 0.20000
0.26000 0.28000
-0.76000 -0.78000
-0.09000 0.10000
0.09000 -0.10000
-0.11000 -0.11000
0.11000 0.11000
-0.11000 0.04000
0.11000 -0.04000
-0.09000 0.00000
0.09000 0.00000
0.40000 0.63000
-0.40000 -0.63000
0.00000 0.02000
0.00000 -0.02000
-0.10000 -0.04000
0.10000 0.04000
-0.04000 0.00000
0.04000 0.00000
0.48000 0.49000
-0.48000 -0.49000
0.01000 0.00000
-0.01000 0.00000
0.58000 0.49000
-0.58000 -0.49000
0.30000 0.51000
-0.30000 -0.51000
0.00000 0.00000
0.00000 0.00000
-0.02000 0.00000
0.02000 0.00000
-0.03000 0.00000
0.03000 0.00000
-0.03000 0.00000
0.03000 0.00000
-0.09000 -0.14000
0.09000 0.14000
0.00000 0.00000
0.00000 0.00000
-0.14000 -0.09000
0.14000 0.09000
-0.15000 -0.10000
0.15000 0.10000
-0.10000 -0.12000
0.10000 0.12000
0.32000 0.36000
-0.32000 -0.36000
0.04000 0.10000
-0.04000 -0.10000
0.04000 0.04000
-0.04000 -0.04000
0.11000 0.11000
-0.11000 -0.11000
0.14000 0.02000
-0.14000 -0.02000
0.14000 0.13000
-0.14000 -0.13000
0.05000 0.08000
-0.05000 -0.08000
-0.11000 -0.14000
