charmmlipid.csv Version 2.0.3
residue,order,search,replace,TER,num_atom
DSPC,95, H3S DSPC, H3S ST  ,True,142
DSPC,96, C24 DSPC, C14 ST  ,True,142
DSPC,97, H4R DSPC, H4R ST  ,True,142
DSPC,98, H4S DSPC, H4S ST  ,True,142
DSPC,99, C25 DSPC, C15 ST  ,True,142
DSPC,100, H5R DSPC, H5R ST  ,True,142
DSPC,101, H5S DSPC, H5S ST  ,True,142
DSPC,102, C26 DSPC, C16 ST  ,True,142
DSPC,103, H6R DSPC, H6R ST  ,True,142
DSPC,104, H6S DSPC, H6S ST  ,True,142
DSPC,105, C27 DSPC, C17 ST  ,True,142
DSPC,106, H7R DSPC, H7R ST  ,True,142
DSPC,107, H7S DSPC, H7S ST  ,True,142
DSPC,108, C28 DSPC, C18 ST  ,True,142
DSPC,109, H8R DSPC, H8R ST  ,True,142
DSPC,110, H8S DSPC, H8S ST  ,True,142
DSPC,111, C29 DSPC, C19 ST  ,True,142
DSPC,112, H9R DSPC, H9R ST  ,True,142
DSPC,113, H9S DSPC, H9S ST  ,True,142
DSPC,114,C210 DSPC,C110 ST  ,True,142
DSPC,115,H10R DSPC,H10R ST  ,True,142
DSPC,116,H10S DSPC,H10S ST  ,True,142
DSPC,117,C211 DSPC,C111 ST  ,True,142
DSPC,118,H11R DSPC,H11R ST  ,True,142
DSPC,119,H11S DSPC,H11S ST  ,True,142
DSPC,120,C212 DSPC,C112 ST  ,True,142
DSPC,121,H12R DSPC,H12R ST  ,True,142
DSPC,122,H12S DSPC,H12S ST  ,True,142
DSPC,123,C213 DSPC,C113 ST  ,True,142
DSPC,124,H13R DSPC,H13R ST  ,True,142
DSPC,125,H13S DSPC,H13S ST  ,True,142
DSPC,126,C214 DSPC,C114 ST  ,True,142
DSPC,127,H14R DSPC,H14R ST  ,True,142
DSPC,128,H14S DSPC,H14S ST  ,True,142
DSPC,129,C215 DSPC,C115 ST  ,True,142
DSPC,130,H15R DSPC,H15R ST  ,True,142
DSPC,131,H15S DSPC,H15S ST  ,True,142
DSPC,132,C216 DSPC,C116 ST  ,True,142
DSPC,133,H16R DSPC,H16R ST  ,True,142
DSPC,134,H16S DSPC,H16S ST  ,True,142
DSPC,135,C217 DSPC,C117 ST  ,True,142
DSPC,136,H17R DSPC,H17R ST  ,True,142
DSPC,137,H17S DSPC,H17S ST  ,True,142
DSPC,138,C218 DSPC,C118 ST  ,True,142
DSPC,139,H18R DSPC,H18R ST  ,True,142
DSPC,140,H18S DSPC,H18S ST  ,True,142
DSPC,141,H18T DSPC,H18T ST  ,True,142
DSPE,0, C32 DSPE, C12 ST  ,True,133
DSPE,1, H2X DSPE, H2R ST  ,True,133
DSPE,2, H2Y DSPE, H2S ST  ,True,133
DSPE,3, C33 DSPE, C13 ST  ,True,133
DSPE,4, H3X DSPE, H3R ST  ,True,133
DSPE,5, H3Y DSPE, H3S ST  ,True,133
DSPE,6, C34 DSPE, C14 ST  ,True,133
DSPE,7, H4X DSPE, H4R ST  ,True,133
DSPE,8, H4Y DSPE, H4S ST  ,True,133
DSPE,9, C35 DSPE, C15 ST  ,True,133
DSPE,10, H5X DSPE, H5R ST  ,True,133
DSPE,11, H5Y DSPE, H5S ST  ,True,133
DSPE,12, C36 DSPE, C16 ST  ,True,133
DSPE,13, H6X DSPE, H6R ST  ,True,133
DSPE,14, H6Y DSPE, H6S ST  ,True,133
DSPE,15, C37 DSPE, C17 ST  ,True,133
DSPE,16, H7X DSPE, H7R ST  ,True,133
DSPE,17, H7Y DSPE, H7S ST  ,True,133
DSPE,18, C38 DSPE, C18 ST  ,True,133
DSPE,19, H8X DSPE, H8R ST  ,True,133
DSPE,20, H8Y DSPE, H8S ST  ,True,133
DSPE,21, C39 DSPE, C19 ST  ,True,133
DSPE,22, H9X DSPE, H9R ST  ,True,133
DSPE,23, H9Y DSPE, H9S ST  ,True,133
DSPE,24,C310 DSPE,C110 ST  ,True,133
DSPE,25,H10X DSPE,H10R ST  ,True,133
DSPE,26,H10Y DSPE,H10S ST  ,True,133
DSPE,27,C311 DSPE,C111 ST  ,True,133
DSPE,28,H11X DSPE,H11R ST  ,True,133
DSPE,29,H11Y DSPE,H11S ST  ,True,133
DSPE,30,C312 DSPE,C112 ST  ,True,133
DSPE,31,H12X DSPE,H12R ST  ,True,133
DSPE,32,H12Y DSPE,H12S ST  ,True,133
DSPE,33,C313 DSPE,C113 ST  ,True,133
DSPE,34,H13X DSPE,H13R ST  ,True,133
DSPE,35,H13Y DSPE,H13S ST  ,True,133
DSPE,36,C314 DSPE,C114 ST  ,True,133
DSPE,37,H14X DSPE,H14R ST  ,True,133
DSPE,38,H14Y DSPE,H14S ST  ,True,133
DSPE,39,C315 DSPE,C115 ST  ,True,133
DSPE,40,H15X DSPE,H15R ST  ,True,133
DSPE,41,H15Y DSPE,H15S ST  ,True,133
DSPE,42,C316 DSPE,C116 ST  ,True,133
DSPE,43,H16X DSPE,H16R ST  ,True,133
DSPE,44,H16Y DSPE,H16S ST  ,True,133
DSPE,45,C317 DSPE,C117 ST  ,True,133
DSPE,46,H17X DSPE,H17R ST  ,True,133
DSPE,47,H17Y DSPE,H17S ST  ,True,133
DSPE,48,C318 DSPE,C118 ST  ,True,133
DSPE,49,H18X DSPE,H18R ST  ,True,133
DSPE,50,H18Y DSPE,H18S ST  ,True,133
DSPE,51,H18Z DSPE,H18T ST  ,True,133
DSPE,52, N   DSPE, N31 PE  ,True,133
DSPE,53, HN1 DSPE,HN1A PE  ,True,133
DSPE,54, HN2 DSPE,HN1B PE  ,True,133
DSPE,55, HN3 DSPE,HN1C PE  ,True,133
DSPE,56, C12 DSPE, C32 PE  ,True,133
DSPE,57,H12A DSPE, H2A PE  ,True,133
DSPE,58,H12B DSPE, H2B PE  ,True,133
DSPE,59, C11 DSPE, C31 PE  ,True,133
DSPE,60,H11A DSPE, H1A PE  ,True,133
DSPE,61,H11B DSPE, H1B PE  ,True,133
DSPE,62, P   DSPE, P31 PE  ,True,133
DSPE,63, O13 DSPE, O33 PE  ,True,133
DSPE,64, O14 DSPE, O34 PE  ,True,133
DSPE,65, O11 DSPE, O31 PE  ,True,133
DSPE,66, O12 DSPE, O32 PE  ,True,133
DSPE,67, C1  DSPE, C3  PE  ,True,133
DSPE,68, HA  DSPE, HA  PE  ,True,133
DSPE,69, HB  DSPE, HB  PE  ,True,133
DSPE,70, C2  DSPE, C2  PE  ,True,133
DSPE,71, HS  DSPE, HX  PE  ,True,133
DSPE,72, O21 DSPE, O21 PE  ,True,133
DSPE,73, C21 DSPE, C21 PE  ,True,133
DSPE,74, O22 DSPE, O22 PE  ,True,133
DSPE,75, C3  DSPE, C1  PE  ,True,133
DSPE,76, HX  DSPE, HR  PE  ,True,133
DSPE,77, HY  DSPE, HS  PE  ,True,133
DSPE,78, O31 DSPE, O11 PE  ,True,133
DSPE,79, C31 DSPE, C11 PE  ,True,133
DSPE,80, O32 DSPE, O12 PE  ,True,133
DSPE,81, C22 DSPE, C12 ST  ,True,133
DSPE,82, H2R DSPE, H2R ST  ,True,133
DSPE,83, H2S DSPE, H2S ST  ,True,133
DSPE,84, C23 DSPE, C13 ST  ,True,133
DSPE,85, H3R DSPE, H3R ST  ,True,133
DSPE,86, H3S DSPE, H3S ST  ,True,133
DSPE,87, C24 DSPE, C14 ST  ,True,133
DSPE,88, H4R DSPE, H4R ST  ,True,133
DSPE,89, H4S DSPE, H4S ST  ,True,133
DSPE,90, C25 DSPE, C15 ST  ,True,133
DSPE,91, H5R DSPE, H5R ST  ,True,133
DSPE,92, H5S DSPE, H5S ST  ,True,133
DSPE,93, C26 DSPE, C16 ST  ,True,133
DSPE,94, H6R DSPE, H6R ST  ,True,133
DSPE,95, H6S DSPE, H6S ST  ,True,133
DSPE,96, C27 DSPE, C17 ST  ,True,133
DSPE,97, H7R DSPE, H7R ST  ,True,133
DSPE,98, H7S DSPE, H7S ST  ,True,133
DSPE,99, C28 DSPE, C18 ST  ,True,133
DSPE,100, H8R DSPE, H8R ST  ,True,133
DSPE,101, H8S DSPE, H8S ST  ,True,133
DSPE,102, C29 DSPE, C19 ST  ,True,133
DSPE,103, H9R DSPE, H9R ST  ,True,133
DSPE,104, H9S DSPE, H9S ST  ,True,133
DSPE,105,C210 DSPE,C110 ST  ,True,133
DSPE,106,H10R DSPE,H10R ST  ,True,133
DSPE,107,H10S DSPE,H10S ST  ,True,133
DSPE,108,C211 DSPE,C111 ST  ,True,133
DSPE,109,H11R DSPE,H11R ST  ,True,133
DSPE,110,H11S DSPE,H11S ST  ,True,133
DSPE,111,C212 DSPE,C112 ST  ,True,133
DSPE,112,H12R DSPE,H12R ST  ,True,133
DSPE,113,H12S DSPE,H12S ST  ,True,133
DSPE,114,C213 DSPE,C113 ST  ,True,133
DSPE,115,H13R DSPE,H13R ST  ,True,133
DSPE,116,H13S DSPE,H13S ST  ,True,133
DSPE,117,C214 DSPE,C114 ST  ,True,133
DSPE,118,H14R DSPE,H14R ST  ,True,133
DSPE,119,H14S DSPE,H14S ST  ,True,133
DSPE,120,C215 DSPE,C115 ST  ,True,133
DSPE,121,H15R DSPE,H15R ST  ,True,133
DSPE,122,H15S DSPE,H15S ST  ,True,133
DSPE,123,C216 DSPE,C116 ST  ,True,133
DSPE,124,H16R DSPE,H16R ST  ,True,133
DSPE,125,H16S DSPE,H16S ST  ,True,133
DSPE,126,C217 DSPE,C117 ST  ,True,133
DSPE,127,H17R DSPE,H17R ST  ,True,133
DSPE,128,H17S DSPE,H17S ST  ,True,133
DSPE,129,C218 DSPE,C118 ST  ,True,133
DSPE,130,H18R DSPE,H18R ST  ,True,133
DSPE,131,H18S DSPE,H18S ST  ,True,133
DSPE,132,H18T DSPE,H18T ST  ,True,133
DSPG,0, C32 DSPG, C12 ST  ,True,135
DSPG,1, H2X DSPG, H2R ST  ,True,135
DSPG,2, H2Y DSPG, H2S ST  ,True,135
DSPG,3, C33 DSPG, C13 ST  ,True,135
DSPG,4, H3X DSPG, H3R ST  ,True,135
DSPG,5, H3Y DSPG, H3S ST  ,True,135
DSPG,6, C34 DSPG, C14 ST  ,True,135
DSPG,7, H4X DSPG, H4R ST  ,True,135
DSPG,8, H4Y DSPG, H4S ST  ,True,135
DSPG,9, C35 DSPG, C15 ST  ,True,135
DSPG,10, H5X DSPG, H5R ST  ,True,135
DSPG,11, H5Y DSPG, H5S ST  ,True,135
DSPG,12, C36 DSPG, C16 ST  ,True,135
DSPG,13, H6X DSPG, H6R ST  ,True,135
DSPG,14, H6Y DSPG, H6S ST  ,True,135
DSPG,15, C37 DSPG, C17 ST  ,True,135
DSPG,16, H7X DSPG, H7R ST  ,True,135
DSPG,17, H7Y DSPG, H7S ST  ,True,135
DSPG,18, C38 DSPG, C18 ST  ,True,135
DSPG,19, H8X DSPG, H8R ST  ,True,135
DSPG,20, H8Y DSPG, H8S ST  ,True,135
DSPG,21, C39 DSPG, C19 ST  ,True,135
DSPG,22, H9X DSPG, H9R ST  ,True,135
DSPG,23, H9Y DSPG, H9S ST  ,True,135
DSPG,24,C310 DSPG,C110 ST  ,True,135
DSPG,25,H10X DSPG,H10R ST  ,True,135
DSPG,26,H10Y DSPG,H10S ST  ,True,135
DSPG,27,C311 DSPG,C111 ST  ,True,135
DSPG,28,H11X DSPG,H11R ST  ,True,135
DSPG,29,H11Y DSPG,H11S ST  ,True,135
DSPG,30,C312 DSPG,C112 ST  ,True,135
DSPG,31,H12X DSPG,H12R ST  ,True,135
DSPG,32,H12Y DSPG,H12S ST  ,True,135
DSPG,33,C313 DSPG,C113 ST  ,True,135
DSPG,34,H13X DSPG,H13R ST  ,True,135
DSPG,35,H13Y DSPG,H13S ST  ,True,135
DSPG,36,C314 DSPG,C114 ST  ,True,135
DSPG,37,H14X DSPG,H14R ST  ,True,135
DSPG,38,H14Y DSPG,H14S ST  ,True,135
DSPG,39,C315 DSPG,C115 ST  ,True,135
DSPG,40,H15X DSPG,H15R ST  ,True,135
DSPG,41,H15Y DSPG,H15S ST  ,True,135
DSPG,42,C316 DSPG,C116 ST  ,True,135
DSPG,43,H16X DSPG,H16R ST  ,True,135
DSPG,44,H16Y DSPG,H16S ST  ,True,135
DSPG,45,C317 DSPG,C117 ST  ,True,135
DSPG,46,H17X DSPG,H17R ST  ,True,135
DSPG,47,H17Y DSPG,H17S ST  ,True,135
DSPG,48,C318 DSPG,C118 ST  ,True,135
DSPG,49,H18X DSPG,H18R ST  ,True,135
DSPG,50,H18Y DSPG,H18S ST  ,True,135
DSPG,51,H18Z DSPG,H18T ST  ,True,135
DSPG,52, C13 DSPG, C33 PGR ,True,135
DSPG,53,H13A DSPG, H3A PGR ,True,135
DSPG,54,H13B DSPG, H3B PGR ,True,135
DSPG,55, OC3 DSPG, O36 PGR ,True,135
DSPG,56, HO3 DSPG,HO6A PGR ,True,135
DSPG,57, C12 DSPG, C32 PGR ,True,135
DSPG,58,H12A DSPG, H2A PGR ,True,135
DSPG,59, OC2 DSPG, O35 PGR ,True,135
DSPG,60, HO2 DSPG,HO5A PGR ,True,135
DSPG,61, C11 DSPG, C31 PGR ,True,135
DSPG,62,H11A DSPG, H1A PGR ,True,135
DSPG,63,H11B DSPG, H1B PGR ,True,135
DSPG,64, P   DSPG, P31 PGR ,True,135
DSPG,65, O13 DSPG, O33 PGR ,True,135
DSPG,66, O14 DSPG, O34 PGR ,True,135
DSPG,67, O12 DSPG, O32 PGR ,True,135
DSPG,68, O11 DSPG, O31 PGR ,True,135
DSPG,69, C1  DSPG, C3  PGR ,True,135
DSPG,70, HA  DSPG, HA  PGR ,True,135
DSPG,71, HB  DSPG, HB  PGR ,True,135
DSPG,72, C2  DSPG, C2  PGR ,True,135
DSPG,73, HS  DSPG, HX  PGR ,True,135
DSPG,74, O21 DSPG, O21 PGR ,True,135
DSPG,75, C21 DSPG, C21 PGR ,True,135
DSPG,76, O22 DSPG, O22 PGR ,True,135
DSPG,77, C3  DSPG, C1  PGR ,True,135
DSPG,78, HX  DSPG, HR  PGR ,True,135
DSPG,79, HY  DSPG, HS  PGR ,True,135
DSPG,80, O31 DSPG, O11 PGR ,True,135
DSPG,81, C31 DSPG, C11 PGR ,True,135
DSPG,82, O32 DSPG, O12 PGR ,True,135
DSPG,83, C22 DSPG, C12 ST  ,True,135
DSPG,84, H2R DSPG, H2R ST  ,True,135
DSPG,85, H2S DSPG, H2S ST  ,True,135
DSPG,86, C23 DSPG, C13 ST  ,True,135
DSPG,87, H3R DSPG, H3R ST  ,True,135
DSPG,88, H3S DSPG, H3S ST  ,True,135
DSPG,89, C24 DSPG, C14 ST  ,True,135
DSPG,90, H4R DSPG, H4R ST  ,True,135
DSPG,91, H4S DSPG, H4S ST  ,True,135
DSPG,92, C25 DSPG, C15 ST  ,True,135
DSPG,93, H5R DSPG, H5R ST  ,True,135
DSPG,94, H5S DSPG, H5S ST  ,True,135
DSPG,95, C26 DSPG, C16 ST  ,True,135
DSPG,96, H6R DSPG, H6R ST  ,True,135
DSPG,97, H6S DSPG, H6S ST  ,True,135
DSPG,98, C27 DSPG, C17 ST  ,True,135
DSPG,99, H7R DSPG, H7R ST  ,True,135
DSPG,100, H7S DSPG, H7S ST  ,True,135
DSPG,101, C28 DSPG, C18 ST  ,True,135
DSPG,102, H8R DSPG, H8R ST  ,True,135
DSPG,103, H8S DSPG, H8S ST  ,True,135
DSPG,104, C29 DSPG, C19 ST  ,True,135
DSPG,105, H9R DSPG, H9R ST  ,True,135
DSPG,106, H9S DSPG, H9S ST  ,True,135
DSPG,107,C210 DSPG,C110 ST  ,True,135
DSPG,108,H10R DSPG,H10R ST  ,True,135
DSPG,109,H10S DSPG,H10S ST  ,True,135
DSPG,110,C211 DSPG,C111 ST  ,True,135
DSPG,111,H11R DSPG,H11R ST  ,True,135
DSPG,112,H11S DSPG,H11S ST  ,True,135
DSPG,113,C212 DSPG,C112 ST  ,True,135
DSPG,114,H12R DSPG,H12R ST  ,True,135
DSPG,115,H12S DSPG,H12S ST  ,True,135
DSPG,116,C213 DSPG,C113 ST  ,True,135
DSPG,117,H13R DSPG,H13R ST  ,True,135
DSPG,118,H13S DSPG,H13S ST  ,True,135
DSPG,119,C214 DSPG,C114 ST  ,True,135
DSPG,120,H14R DSPG,H14R ST  ,True,135
DSPG,121,H14S DSPG,H14S ST  ,True,135
DSPG,122,C215 DSPG,C115 ST  ,True,135
DSPG,123,H15R DSPG,H15R ST  ,True,135
DSPG,124,H15S DSPG,H15S ST  ,True,135
DSPG,125,C216 DSPG,C116 ST  ,True,135
DSPG,126,H16R DSPG,H16R ST  ,True,135
DSPG,127,H16S DSPG,H16S ST  ,True,135
DSPG,128,C217 DSPG,C117 ST  ,True,135
DSPG,129,H17R DSPG,H17R ST  ,True,135
DSPG,130,H17S DSPG,H17S ST  ,True,135
DSPG,131,C218 DSPG,C118 ST  ,True,135
DSPG,132,H18R DSPG,H18R ST  ,True,135
DSPG,133,H18S DSPG,H18S ST  ,True,135
DSPG,134,H18T DSPG,H18T ST  ,True,135
DSPS,0, C32 DSPS, C12 ST  ,True,135
DSPS,1, H2X DSPS, H2R ST  ,True,135
DSPS,2, H2Y DSPS, H2S ST  ,True,135
DSPS,3, C33 DSPS, C13 ST  ,True,135
DSPS,4, H3X DSPS, H3R ST  ,True,135
DSPS,5, H3Y DSPS, H3S ST  ,True,135
DSPS,6, C34 DSPS, C14 ST  ,True,135
DSPS,7, H4X DSPS, H4R ST  ,True,135
DSPS,8, H4Y DSPS, H4S ST  ,True,135
DSPS,9, C35 DSPS, C15 ST  ,True,135
DSPS,10, H5X DSPS, H5R ST  ,True,135
DSPS,11, H5Y DSPS, H5S ST  ,True,135
DSPS,12, C36 DSPS, C16 ST  ,True,135
DSPS,13, H6X DSPS, H6R ST  ,True,135
DSPS,14, H6Y DSPS, H6S ST  ,True,135
DSPS,15, C37 DSPS, C17 ST  ,True,135
DSPS,16, H7X DSPS, H7R ST  ,True,135
DSPS,17, H7Y DSPS, H7S ST  ,True,135
DSPS,18, C38 DSPS, C18 ST  ,True,135
DSPS,19, H8X DSPS, H8R ST  ,True,135
DSPS,20, H8Y DSPS, H8S ST  ,True,135
DSPS,21, C39 DSPS, C19 ST  ,True,135
DSPS,22, H9X DSPS, H9R ST  ,True,135
DSPS,23, H9Y DSPS, H9S ST  ,True,135
DSPS,24,C310 DSPS,C110 ST  ,True,135
DSPS,25,H10X DSPS,H10R ST  ,True,135
DSPS,26,H10Y DSPS,H10S ST  ,True,135
DSPS,27,C311 DSPS,C111 ST  ,True,135
DSPS,28,H11X DSPS,H11R ST  ,True,135
DSPS,29,H11Y DSPS,H11S ST  ,True,135
DSPS,30,C312 DSPS,C112 ST  ,True,135
DSPS,31,H12X DSPS,H12R ST  ,True,135
DSPS,32,H12Y DSPS,H12S ST  ,True,135
DSPS,33,C313 DSPS,C113 ST  ,True,135
DSPS,34,H13X DSPS,H13R ST  ,True,135
DSPS,35,H13Y DSPS,H13S ST  ,True,135
DSPS,36,C314 DSPS,C114 ST  ,True,135
DSPS,37,H14X DSPS,H14R ST  ,True,135
DSPS,38,H14Y DSPS,H14S ST  ,True,135
DSPS,39,C315 DSPS,C115 ST  ,True,135
DSPS,40,H15X DSPS,H15R ST  ,True,135
DSPS,41,H15Y DSPS,H15S ST  ,True,135
DSPS,42,C316 DSPS,C116 ST  ,True,135
DSPS,43,H16X DSPS,H16R ST  ,True,135
DSPS,44,H16Y DSPS,H16S ST  ,True,135
DSPS,45,C317 DSPS,C117 ST  ,True,135
DSPS,46,H17X DSPS,H17R ST  ,True,135
DSPS,47,H17Y DSPS,H17S ST  ,True,135
DSPS,48,C318 DSPS,C118 ST  ,True,135
DSPS,49,H18X DSPS,H18R ST  ,True,135
DSPS,50,H18Y DSPS,H18S ST  ,True,135
DSPS,51,H18Z DSPS,H18T ST  ,True,135
DSPS,52, N   DSPS, N31 PS  ,True,135
DSPS,53, HN1 DSPS,HN1A PS  ,True,135
DSPS,54, HN2 DSPS,HN1B PS  ,True,135
DSPS,55, HN3 DSPS,HN1C PS  ,True,135
DSPS,56, C12 DSPS, C32 PS  ,True,135
DSPS,57,H12A DSPS, H2A PS  ,True,135
DSPS,58, C13 DSPS, C33 PS  ,True,135
DSPS,59,O13A DSPS, O35 PS  ,True,135
DSPS,60,O13B DSPS, O36 PS  ,True,135
DSPS,61, C11 DSPS, C31 PS  ,True,135
DSPS,62,H11A DSPS, H1A PS  ,True,135
DSPS,63,H11B DSPS, H1B PS  ,True,135
DSPS,64, P   DSPS, P31 PS  ,True,135
DSPS,65, O13 DSPS, O33 PS  ,True,135
DSPS,66, O14 DSPS, O34 PS  ,True,135
DSPS,67, O12 DSPS, O32 PS  ,True,135
DSPS,68, O11 DSPS, O31 PS  ,True,135
DSPS,69, C1  DSPS, C3  PS  ,True,135
DSPS,70, HA  DSPS, HA  PS  ,True,135
DSPS,71, HB  DSPS, HB  PS  ,True,135
DSPS,72, C2  DSPS, C2  PS  ,True,135
DSPS,73, HS  DSPS, HX  PS  ,True,135
DSPS,74, O21 DSPS, O21 PS  ,True,135
DSPS,75, C21 DSPS, C21 PS  ,True,135
DSPS,76, O22 DSPS, O22 PS  ,True,135
DSPS,77, C3  DSPS, C1  PS  ,True,135
DSPS,78, HX  DSPS, HR  PS  ,True,135
DSPS,79, HY  DSPS, HS  PS  ,True,135
DSPS,80, O31 DSPS, O11 PS  ,True,135
DSPS,81, C31 DSPS, C11 PS  ,True,135
DSPS,82, O32 DSPS, O12 PS  ,True,135
DSPS,83, C22 DSPS, C12 ST  ,True,135
DSPS,84, H2R DSPS, H2R ST  ,True,135
DSPS,85, H2S DSPS, H2S ST  ,True,135
DSPS,86, C23 DSPS, C13 ST  ,True,135
DSPS,87, H3R DSPS, H3R ST  ,True,135
DSPS,88, H3S DSPS, H3S ST  ,True,135
DSPS,89, C24 DSPS, C14 ST  ,True,135
DSPS,90, H4R DSPS, H4R ST  ,True,135
DSPS,91, H4S DSPS, H4S ST  ,True,135
DSPS,92, C25 DSPS, C15 ST  ,True,135
DSPS,93, H5R DSPS, H5R ST  ,True,135
DSPS,94, H5S DSPS, H5S ST  ,True,135
DSPS,95, C26 DSPS, C16 ST  ,True,135
DSPS,96, H6R DSPS, H6R ST  ,True,135
DSPS,97, H6S DSPS, H6S ST  ,True,135
DSPS,98, C27 DSPS, C17 ST  ,True,135
DSPS,99, H7R DSPS, H7R ST  ,True,135
DSPS,100, H7S DSPS, H7S ST  ,True,135
DSPS,101, C28 DSPS, C18 ST  ,True,135
DSPS,102, H8R DSPS, H8R ST  ,True,135
DSPS,103, H8S DSPS, H8S ST  ,True,135
DSPS,104, C29 DSPS, C19 ST  ,True,135
DSPS,105, H9R DSPS, H9R ST  ,True,135
DSPS,106, H9S DSPS, H9S ST  ,True,135
DSPS,107,C210 DSPS,C110 ST  ,True,135
DSPS,108,H10R DSPS,H10R ST  ,True,135
DSPS,109,H10S DSPS,H10S ST  ,True,135
DSPS,110,C211 DSPS,C111 ST  ,True,135
DSPS,111,H11R DSPS,H11R ST  ,True,135
DSPS,112,H11S DSPS,H11S ST  ,True,135
DSPS,113,C212 DSPS,C112 ST  ,True,135
DSPS,114,H12R DSPS,H12R ST  ,True,135
DSPS,115,H12S DSPS,H12S ST  ,True,135
DSPS,116,C213 DSPS,C113 ST  ,True,135
DSPS,117,H13R DSPS,H13R ST  ,True,135
DSPS,118,H13S DSPS,H13S ST  ,True,135
DSPS,119,C214 DSPS,C114 ST  ,True,135
DSPS,120,H14R DSPS,H14R ST  ,True,135
DSPS,121,H14S DSPS,H14S ST  ,True,135
DSPS,122,C215 DSPS,C115 ST  ,True,135
DSPS,123,H15R DSPS,H15R ST  ,True,135
DSPS,124,H15S DSPS,H15S ST  ,True,135
DSPS,125,C216 DSPS,C116 ST  ,True,135
DSPS,126,H16R DSPS,H16R ST  ,True,135
DSPS,127,H16S DSPS,H16S ST  ,True,135
DSPS,128,C217 DSPS,C117 ST  ,True,135
DSPS,129,H17R DSPS,H17R ST  ,True,135
DSPS,130,H17S DSPS,H17S ST  ,True,135
DSPS,131,C218 DSPS,C118 ST  ,True,135
DSPS,132,H18R DSPS,H18R ST  ,True,135
DSPS,133,H18S DSPS,H18S ST  ,True,135
DSPS,134,H18T DSPS,H18T ST  ,True,135
PLPA,0, C32 PLPA, C12 PA  ,True,114
PLPA,1, H2X PLPA, H2R PA  ,True,114
PLPA,2, H2Y PLPA, H2S PA  ,True,114
PLPA,3, C33 PLPA, C13 PA  ,True,114
PLPA,4, H3X PLPA, H3R PA  ,True,114
PLPA,5, H3Y PLPA, H3S PA  ,True,114
PLPA,6, C34 PLPA, C14 PA  ,True,114
PLPA,7, H4X PLPA, H4R PA  ,True,114
PLPA,8, H4Y PLPA, H4S PA  ,True,114
PLPA,9, C35 PLPA, C15 PA  ,True,114
PLPA,10, H5X PLPA, H5R PA  ,True,114
PLPA,11, H5Y PLPA, H5S PA  ,True,114
PLPA,12, C36 PLPA, C16 PA  ,True,114
PLPA,13, H6X PLPA, H6R PA  ,True,114
PLPA,14, H6Y PLPA, H6S PA  ,True,114
PLPA,15, C37 PLPA, C17 PA  ,True,114
PLPA,16, H7X PLPA, H7R PA  ,True,114
PLPA,17, H7Y PLPA, H7S PA  ,True,114
PLPA,18, C38 PLPA, C18 PA  ,True,114
PLPA,19, H8X PLPA, H8R PA  ,True,114
PLPA,20, H8Y PLPA, H8S PA  ,True,114
PLPA,21, C39 PLPA, C19 PA  ,True,114
PLPA,22, H9X PLPA, H9R PA  ,True,114
PLPA,23, H9Y PLPA, H9S PA  ,True,114
PLPA,24,C310 PLPA,C110 PA  ,True,114
PLPA,25,H10X PLPA,H10R PA  ,True,114
PLPA,26,H10Y PLPA,H10S PA  ,True,114
PLPA,27,C311 PLPA,C111 PA  ,True,114
PLPA,28,H11X PLPA,H11R PA  ,True,114
PLPA,29,H11Y PLPA,H11S PA  ,True,114
PLPA,30,C312 PLPA,C112 PA  ,True,114
PLPA,31,H12X PLPA,H12R PA  ,True,114
PLPA,32,H12Y PLPA,H12S PA  ,True,114
PLPA,33,C313 PLPA,C113 PA  ,True,114
PLPA,34,H13X PLPA,H13R PA  ,True,114
PLPA,35,H13Y PLPA,H13S PA  ,True,114
PLPA,36,C314 PLPA,C114 PA  ,True,114
PLPA,37,H14X PLPA,H14R PA  ,True,114
PLPA,38,H14Y PLPA,H14S PA  ,True,114
PLPA,39,C315 PLPA,C115 PA  ,True,114
PLPA,40,H15X PLPA,H15R PA  ,True,114
PLPA,41,H15Y PLPA,H15S PA  ,True,114
PLPA,42,C316 PLPA,C116 PA  ,True,114
PLPA,43,H16X PLPA,H16R PA  ,True,114
PLPA,44,H16Y PLPA,H16S PA  ,True,114
PLPA,45,H16Z PLPA,H16T PA  ,True,114
PLPA,46, P   PLPA, P31 PH- ,True,114
PLPA,47, O13 PLPA, O33 PH- ,True,114
PLPA,48, O14 PLPA, O34 PH- ,True,114
PLPA,49, O12 PLPA, O32 PH- ,True,114
PLPA,50, H12 PLPA,HO2A PH- ,True,114
PLPA,51, O11 PLPA, O31 PH- ,True,114
PLPA,52, C1  PLPA, C3  PH- ,True,114
PLPA,53, HA  PLPA, HA  PH- ,True,114
PLPA,54, HB  PLPA, HB  PH- ,True,114
PLPA,55, C2  PLPA, C2  PH- ,True,114
PLPA,56, HS  PLPA, HX  PH- ,True,114
PLPA,57, O21 PLPA, O21 PH- ,True,114
PLPA,58, C21 PLPA, C21 PH- ,True,114
PLPA,59, O22 PLPA, O22 PH- ,True,114
PLPA,60, C3  PLPA, C1  PH- ,True,114
PLPA,61, HX  PLPA, HR  PH- ,True,114
PLPA,62, HY  PLPA, HS  PH- ,True,114
PLPA,63, O31 PLPA, O11 PH- ,True,114
